0.5  ,112
1.5  ,118
2.5  ,132
3.5  ,129
4.5  ,121
5.5  ,135
6.5  ,148
7.5  ,148
8.5  ,136
9.5  ,119
10.5 ,104
11.5 ,118
12.5 ,115
13.5 ,126
14.5 ,141
15.5 ,135
16.5 ,125
17.5 ,149
18.5 ,170
19.5 ,170
20.5 ,158
21.5 ,133
22.5 ,114
23.5 ,140
24.5 ,145
25.5 ,150
26.5 ,178
27.5 ,163
28.5 ,172
29.5 ,178
30.5 ,199
31.5 ,199
32.5 ,184
33.5 ,162
34.5 ,146
35.5 ,166
36.5 ,171
37.5 ,180
38.5 ,193
39.5 ,181
40.5 ,183
41.5 ,218
42.5 ,230
43.5 ,242
44.5 ,209
45.5 ,191
46.5 ,172
47.5 ,194
48.5 ,196
49.5 ,196
50.5 ,236
51.5 ,235
52.5 ,229
53.5 ,243
54.5 ,264
55.5 ,272
56.5 ,237
57.5 ,211
58.5 ,180
59.5 ,201
60.5 ,204
61.5 ,188
62.5 ,235
63.5 ,227
64.5 ,234
65.5 ,264
66.5 ,302
67.5 ,293
68.5 ,259
69.5 ,229
70.5 ,203
71.5 ,229
72.5 ,242
73.5 ,233
74.5 ,267
75.5 ,269
76.5 ,270
77.5 ,315
78.5 ,364
79.5 ,347
80.5 ,312
81.5 ,274
82.5 ,237
83.5 ,278
84.5 ,284
85.5 ,277
86.5 ,317
87.5 ,313
88.5 ,318
89.5 ,374
90.5 ,413
91.5 ,405
92.5 ,355
93.5 ,306
94.5 ,271
95.5 ,306
96.5 ,315
97.5 ,301
98.5 ,356
99.5 ,348
100.5,355
101.5,422
102.5,465
103.5,467
104.5,404
105.5,347
106.5,305
107.5,336
108.5,340
109.5,318
110.5,362
111.5,348
112.5,363
113.5,435
114.5,491
115.5,505
116.5,404
117.5,359
118.5,310
119.5,337
120.5,360
121.5,342
122.5,406
123.5,396
124.5,420
125.5,472
126.5,548
127.5,559
128.5,463
129.5,407
130.5,362
131.5,405
132.5,417
133.5,391
134.5,419
135.5,461
136.5,472
137.5,535
138.5,622
139.5,606
140.5,508
141.5,461
142.5,390
143.5,432
